"","Insult","Comment"
"6510",1,"""Your absolutely right, there is no way of explaining it to a moron like you - go back to smokiung your crack, 8ss-hole!"""
"6511",1,"""Hey right wing moron ""You Kidding Me"", you're the cutest little GOP whine baby on this forum."""
"6518",1,"""Listen here you moron. Home schooling is better especially through a computer. I go to ecot though it may be my first and last year cause I'm a senior doesn't make me a social reject!!!! In fact my friends that I've made aren't social rejects either!!!! I'm getting better grades then I ever have in public school so stick that in your juice box and suck it Mr. I-Think-I-Know-It-All!!!!!"""
"6519",1,"""Idiot is yr father!"""
"6520",1,"""Not really. This man doesn't seem to do his homework, or doesn't check his articles, or simply doesn't know very much about history."""
"6523",1,"""AND YOU POSTAL, WERE HATCHED"""
"6526",1,"""as i say before, you are asgay as a 2 dollar bill."""
"6527",1,"""Buddy you sound like a complete clown on here running your mouth"""
"6530",1,"""Bush has been long gone. Don't you lib itur ds have anything be tter to cam pair Ba ry to??? If not then shut your Ob ummer hol e."""
"6531",1,"""Hate that fucking asshole moron"""
"6532",1,"""Ey bitch nigga ebos!  if ur deymonds lil brother u betta shut yo mouth mothafucka!"""
"6535",1,"""No shut up. Black people don't need to be 'approved of' or 'pretty enough' for the Korean people. Fuck that shit. I am SO sick of black fans thinking that way. Truth is most Korean people don't find dark skin beautiful. Period. They also stereotype us as criminals and slutty. It's not US that need to change to fit their ideals, THEY have to change their backwards assignorantracist way of thinking. So you can take your 'Michelle is not idol material' and shove it please."""
"6536",1,"""Your syntax is pathetic. \ And you are a cocksucking batshit motherfucker to boot."""
"6542",1,"""Yep, you're a darky."""
"6546",1,"""this is a fake ass bitch from west of boston.. he is a paid rat for worcester pd.. fuck u big o u suck,, u never slang in worcester. u spend time at the gay movie theater getting cum in your beard.. fuck u fat bitch"""
"6548",1,"""you truly are a mental midget."""
"6549",1,"""I want to know why you don't have a job - is it because you were busted at work with your kiddieporn?"""
"6551",1,"""<I>[Juries are made up of people in the community who do not like to see  students beat up for exercising their First Amendment rights of Free  Speech and Assembly.]</I>  Except that's now what happened, you little shit-stirring fruit-loop. You also fail to mention that juries are usually made up of people who are generally civic minded and respectful of the legal process, so they aren't usually sympathetic of little assholes who merely wish to engage in physical confrontations. Now why don't you stop making a pest of yourself and get a real job?"""
"6553",1,"""Are you really this STUPID?"""
"6556",1,"""This guy is such a loser. Nevada, you really suck! This guy is evil personified..."""
"6563",1,"""You do know you are an asshole and started all the shit with him. You Jews have been doing the same for years. Banning together to the detriment of decent people. Another reason most in the world would cheer for the Nazis today.&nbsp;"""
"6564",1,"""narrow minded little fool you are"""
"6567",1,"""You are better suited to use a dumb phones. No point of you using a smart phone."""
"6569",1,"""Sure, it was. I asked Mr. Hawkins why we you allowed to continually call others pedophiles and he banned your ass. I can provide the email copy if you like. Don't be a pussy and deny it. """
"6580",1,"""Before making a stupida$$ comment....you dumbfuck......try looking up her picture first! She is white and very over-weight."""
"6589",1,"""dan_amd     You have realy no clue on every single idiotic comment of all your posts. WE ALL DON'T enjoy your stupid PRO AMD B:U:L:L:S:H:I:T ignorance. Please crawl back then in the fat ass of your gay loving buddy charlie demerjian semiinaccurate and try to find the light inside - U stupid FAG!     WE REALY DON'T NEED AND WANT YOUR POST HERE ANYMORE!"""
"6590",1,"""The same can be said about your posts, red. Dull, unimaginative, unsupported, jaded, biased, racist, homophobic. You are essentially a miserable human being. Not as miserable as Crapkiller or sitm, but pitiful nonetheless."""
"6598",1,"""When you blacks take a shit does it come out purple? When you piss does it come out green?"""
"6599",1,"""As is your mother. . . . .who is the.beastiality whore.  Lighten up. . . . ""It's comedy!!"" Bwaaaaaaaaaaaaaaaaaahh!!"""
"6601",1,"""like your mom"""
"6608",1,"""keep it movin bitch ass nigga"""
"6610",1,"""I'm used to idiots like you jumping in <b>AFTER</b> your team actually does something.   I've been here and will continue to be here after you're long gone because the niners will suck again soon."""
"6611",1,"""W T F are you ranting about adolf?"""
"6613",1,"""No KKKonservative SunMedia and fans here are the true racist, they are here all day everyday spitting hateful venom, I just do the same in reverse. If you have a problem with me, then say something to them! Unless you are a KKKonservative racist too? hmm."""
"6616",1,"""It's rumored you're a fkucing moron"""
"6618",1,"""Aw, Vicky<2, you too easy to detect... You'll never be able to mind your tongue well enough to fool anyone with another ID for very long. One problem is your immense ego. You need to feel like you matter. You need to feel like your name is recognized to feel important. You are too full of yourself to remain obscure for very long. You are such an idiot!!!"""
"6622",1,"""Another idi0t who did not RTFA."""
"6623",1,"""You're a moron. I cannot believe people are complaining about freedom of choice."""
"6626",1,"""i don't know your unsolicited advice - let me vent out my frustration before I \cum into your mouth - you sound like freaakin faggot."""
"6633",1,"""so you fuck your 3 dogs, your a sick fuuk. by bitches i was talking about women. but the point you just tried to make makes me want to fuk you up even more."""
"6635",1,"""You are disgusting.  Absolutely disgusting.  There is a young woman clinging to life and you feel the need to pass judgement.  Judge not lest you be judged."""
"6637",1,"""Drago, you didn't buy Usher's album? You are obviously racist then. You won't buy a black artist's album because you don't like black people."""
"6639",1,"""you are a friggin moron. Oh you didn't get the memo? Sorry  YOU ARE A FRIGGIN MORON!!!!"""
"6645",1,"""Foolish rube. We blew $4 trillion already on that stupidity."""
"6646",1,"""Really? Than why are there over 30 states that are against gay marriage??? Get your shit straight libturd!"""
"6648",1,"""You dirty fucker"""
"6679",1,"""""parents"" He was visiting his dad's fiance, geeez dude you really are completely stupid"""
"6681",1,"""suck my dick bitches"""
"6686",1,"""aww, poor baby  I think you're just jealous because you spent your spring break at the pond in te back of the trailer park with the other idiot rednecks"""
"6687",1,"""Choosing to not eat animals doesn't make you a pussy.  Go choke on a corndog, bitch."""
"6697",1,"""You a fucking little coward of a bitch."""
"6701",1,"""oh poor you...you are judged for being black...then poor me, I have to listen to your whiny black azz"""
"6707",1,"""YEAH,I BET YOU INBRED HILLBILLY."""
"6713",1,"""Woowww, you really are an idiot... You need to go to school... Like really bad..."""
"6715",1,"""you're a sick fuck."""
"6720",1,"""Stupid jerks called child rape anal sex.  It's called anal rape you sick freaks!"""
"6723",1,"""dan_amd     You have realy no clue on every single idiotic comment of all your posts. WE ALL DON'T enjoy your stupid PRO AMD B:U:L:L:S:H:I:T ignorance. Please crawl back then in the fat ass of your gay loving buddy charlie demerjian semiinaccurate and try to find the light inside - U stupid FAG!     WE REALY DON'T NEED AND WANT YOUR POST HERE ANYMORE!"""
"6725",1,"""Your dad is a pecker jerk."""
"6728",1,"""Lol..When I'm with my homies ...i invite 3 bitchs in my room ...your sister for my right nut...your girl for my left nut... you MOMA For my dick... \ It's a party... \\xf0\\x9f\\x91\\x99 It's a party...\\xf0\\x9f\\x8d\\xbb I coming... Bitchs..\\xe2\\x9c\\x8c\\xf0\\x9f\\x94\\xab say uh"""
